1;Повествовательное кино
2;Документальные фильмы
3;Мелодрамы
4;Историческое и военное кино
5;Эпики
6;Гангстерское кино
7;Мюзиклы
8;Фильмы ужасов
9;Комедии
10;Вестерны
11;Нуары
12;Научная фантастика
13;Независимое кино
