479;13;Генри: портрет серийного убийцы / Henry: Portrait of a Serial Killer;1986;;;97
480;1;Яркий свет / Yeelen;1987;;28;277
481;1;Красный гаолян / Hong gao liang;1987;;25;336
482;1;Свадьба в Галилее / Urs al-jalil;1987;;4;211
483;1;Небо над Берлином / Der Himmel uber Berlin;1987;;49;49
484;4;Цельнометаллическая оболочка / Full Metal Jacket;1987;;;276
485;1;Салам Бомбей / Salaam Bombay!;1988;;18;207
486;1;Декалог / Dekalog;1988;;33;167
487;1;Женщины на грани нервного срыва / Mujeres al borde de un ataque de nervios;1988;;20;229
488;1;Делай как надо / Do the Right Thing;1989;;39;272
489;1;Бабушка / Yaaba;1989;;8;137
490;1;Наемный убийца / Dip huet seung hung;1989;;13;93
491;1;Кукловод / Xi meng ren sheng;1989;;40;327
492;1;Девушка со спичечной фабрики / Tulitikkutehtaan tytto;1989;;43;4
493;1;Преступления и проступки / Crimes and Misdemeanors;1989;;39;56
494;1;В поисках Лэнгстона / Looking for Langston;1989;;9;141
495;1;Роли с текстом / Speaking Parts;1989;;24;28
496;1;секс,  ложь и видео / sex,  lies and videtape;1989;;39;273
497;13;секс, ложь и видео / sex, lies and videotape;1989;;;273
498;13;Аптечный ковбой / Drugstore Cowboy;1989;;;59
499;1;Ангел за моим столом / An Angel at My Table;1990;;31;79
500;1;Я нанял убийцу / I Hired a Contract Killer;1990;;43;4
501;1;Время цыган / Dom za vesanje;1990;;54;348
502;1;Вопрос чести / Tilai;1990;;7;137
503;1;Цзюй Доу / Ju Dou;1990;;25;302
504;6;Славные парни / Goodfellas;1990;;;200
505;10;Танцующий с волками / Dances with Wolves;1990;;;150
506;1;Очаровательная проказница / La belle noiseuse;1991;;44;123
507;1;Подними красный фонарь / Da hong deng long gao gao gua;1991;;25;336
508;1;Прерванный шаг аиста / To meteoro vima tou pelargou;1991;;14;281
509;13;Бездельник / Slacker;1991;;;247
510;1;Дочери пыли / Daughters of the Dust;1992;;39;105
511;1;Солнце в листве айвового дерева / El sol del membrillo;1992;;20;48
512;1;Жизнь по Агфе / Ha-Chayim Al-Pi Agfa;1992;;17;27
513;6;Бешеные псы / Reservoir Dogs;1992;;;149
514;10;Непрощённый / Unforgiven;1992;;;156
515;1;Санкофа / Sankofa;1993;;7;321
516;1;Дорогой дневник / Caro diario;1993;;21;216
517;4;Список Шиндлера / Schindler’s List;1993;;;274
518;1;Три цвета (трилогия) / Trois couleurs;1994;;47;167
519;1;Чунгкингский экспресс / Chung Hing sam lam;1994;;13;54
520;1;Да здравствует любовь / Ai qing wan sui;1994;;26;329
521;11;Криминальное чтиво / Pulp Fiction;1994;;;149
522;1;Мертвец / Dead Man;1995;;39;84
523;13;Дым / Smoke;1995;;;299
524;1;Рассекая волны / Breaking the Waves;1996;;15;172
525;1;Интимный дневник / The Pillow Book;1996;;9;232
526;1;Славное будущее / The Sweet Hereafter;1997;;24;28
527;1;Вкус вишни / Ta’m e guilass;1997;;19;1
528;1;Река / He liu;1997;;40;329
529;5;Титаник / Titanic;1997;;;75
530;13;Гуммо / Gummo;1997;;;323
531;1;Торжество / Festen;1998;;15;287
532;1;Шанхайские цветы / Hai shang hua;1998;;40;327
533;1;Беги Лола беги / Lola rennt;1998;;49;286
534;4;Тонкая красная линия / The Thin Red Line;1998;;;282
535;4;Спасти рядового Райана / Saving Private Ryan;1998;;;274
536;12;Тёмный город / Dark City;1998;;;8
537;1;Хорошая работа/ Beau Travail;1999;;44;155
538;1;С широко закрытыми глазами / Eyes Wide Shut;1999;;9;276
539;8;Ведьма из Блэр / The Blair Witch Project;1999;;;119
540;12;Матрица / The Matrix;1999;;;349
541;1;Один и два / Yi yi;2000;;40;341
542;1;Платформа / Zhantai;2000;;25;330
543;1;Сука-любовь / Amores Perros;2000;;29;14
544;1;Любовное настроение / Fa yeung nin wa;2000;;13;54
545;1;Человек без прошлого / Mies vailla menneisyytta;2000;;43;4
546;1;Песни со второго этажа / Sanger fran andra vaningen;2000;;53;258
547;5;Гладиатор / Gladiator;2000;;;243
548;13;Джордж Вашингтон / George Washington;2000;;;112
549;1;Хвала любви / Eloge de l’amour;2001;;44;131
550;7;Мулен Руж / Moulin Rouge!;2001;;;30
551;13;Песни отчаяния Фернанды Хуссейн / The Mad Songs of Fernanda Hussein;2001;;;127
552;1;Поговори с ней / Hable con ella;2002;;20;229
553;1;Город бога / Cidade de Deus;2002;;6;305
554;1;В ожидании счастья / Heremakono;2002;;46;2
555;1;Десять / 10;2002;;19;1
556;1;Русский ковчег;2002;;35;11
557;1;Сын / Le Fils;2002;;3;133
558;3;Вдали от рая / Far from Heaven;2002;;;285
559;1;Отчуждение / Uzak;2003;;42;219
560;1;Пять препятствий / De fem benspaend;2003;;15;172
561;13;Трудности перевода / Lost in Translation;2003;;;271
562;1;Скрытое / Cache;2004;;44;210
563;1;Тропическая болезнь / Sud pralad;2004;;41;25
564;1;Святая девушка / La nina santa;2004;;2;183
565;1;Смерть господина Лазареску / Moartea domnului Lazarescu;2005;;36;164
566;1;Натюрморт / Sanxia haoren;2006;;25;330
567;1;Юность в движении / Juventude Em Marcha;2006;;34;230
568;1;Лабиринт Фавна / El laberinto del fauno;2006;;29;63
569;1;4 месяца, 3 недели и 2 дня / 4 luni, 3 saptamani si 2 zile;2007;;36;165
570;8;Паранормальное явление / Paranormal Activity;2007;;;222
571;1;Объединенная Красная армия / Jitsuroku Rengo Sekigun: Asama sanso e no michi;2008;;56;160
572;1;Белая лента / Das weisse Band — Eine deutsche Kindergeschichte;2009;;49;210
573;4;Бесславные ублюдки / Inglourious Basterds;2009;;;149
574;4;Повелитель бури / The Hurt Locker;2009;;;170
575;12;Аватар / Avatar;2009;;;75
576;1;Карлос / Carlos;2010;;44;221
577;10;Железная хватка / True Grit;2010;;;142
578;1;Древо жизни / A Tree of Life;2011;;39;282
579;1;Дядюшка Бунми который помнит свои прошлые жизни / Loong Boonmee raleuk chat;2011;;41;25
